,location,total_sqft,bath,price,bhk
10328,other,2400.0,2.0,185.0,3
10331,other,1170.0,2.0,45.51,2
10344,other,1025.0,2.0,65.0,2
10349,other,1020.0,2.0,70.0,2
10359,other,1155.0,2.0,69.0,2
10380,other,2030.0,2.0,182.0,3
10382,other,1555.0,2.0,67.0,3
10399,other,2180.0,4.0,115.0,4
10417,other,1610.0,3.0,85.0,3
10422,other,3150.0,3.0,135.0,4
10430,other,1255.0,2.0,56.7,2
10433,other,600.0,2.0,29.5,2
10441,other,2597.0,4.0,189.0,4
10446,other,1410.0,2.0,73.0,2
10447,other,1150.0,2.0,42.0,2
10448,other,1170.0,2.0,53.11,2
10457,other,1201.0,2.0,65.0,2
10463,other,660.0,1.0,30.0,1
10478,other,1050.0,2.0,40.0,2
10493,other,950.0,2.0,65.0,2
10502,other,980.0,3.0,80.0,3
10509,other,420.0,1.0,25.0,2
10521,other,1535.0,3.0,72.0,3
10528,other,1265.0,2.0,68.0,2
10542,other,3500.0,4.0,150.0,4
10543,other,5400.0,4.0,250.0,4
10550,other,660.0,1.0,35.0,1
10565,other,1140.0,2.0,60.0,2
10573,other,1458.0,2.0,87.0,3
10578,other,1081.0,2.0,39.0,2
10581,other,1178.0,2.0,80.0,2
10590,other,1900.0,3.0,162.0,7
10592,other,4000.0,8.0,150.0,7
10595,other,1175.0,2.0,52.86,2
10601,other,1426.0,2.0,71.0,3
10610,other,1300.0,2.0,95.0,2
10611,other,936.0,1.0,53.0,1
10612,other,1277.0,2.0,92.0,2
10613,other,1200.0,2.0,54.0,2
10627,other,1350.0,3.0,60.0,3
10641,other,2400.0,5.0,150.0,5
10653,other,1092.0,2.0,49.0,2
10654,other,827.0,2.0,34.0,2
10664,other,800.0,2.0,32.0,2
10678,other,1055.0,2.0,43.0,2
10687,other,1839.0,3.0,160.0,3
10691,other,2760.0,5.0,140.0,5
10692,other,993.0,2.0,42.0,2
10703,other,650.0,1.0,50.0,1
10705,other,2260.0,3.0,90.0,2
10706,other,720.0,1.0,32.39,1
10709,other,550.0,1.0,20.0,2
10728,other,1600.0,3.0,130.0,3
10745,other,1296.0,2.0,70.0,2
10746,other,1125.0,2.0,55.0,2
10753,other,1194.0,2.0,51.0,2
10770,other,3000.0,4.0,170.0,5
10779,other,1300.0,2.0,63.0,2
10794,other,1626.6,3.0,133.0,3
10798,other,1007.0,2.0,48.0,2
10799,other,1050.0,6.0,74.0,4
10801,other,1100.0,2.0,60.0,2
10802,other,1348.0,2.0,100.0,2
10807,other,1298.0,2.0,65.0,2
10820,other,840.0,2.0,35.0,3
10828,other,1312.0,2.0,56.5,3
10832,other,760.0,2.0,38.5,2
10836,other,1182.0,2.0,60.1,3
10837,other,1053.0,2.0,46.29,2
10842,other,1035.0,2.0,52.79,2
10860,other,1410.0,3.0,90.0,3
10863,other,1460.0,2.0,87.0,3
10864,other,1260.0,2.0,85.05,3
10871,other,3000.0,3.0,265.0,3
10879,other,1250.0,2.0,65.0,2
10883,other,1800.0,3.0,150.0,3
10902,other,967.0,2.0,47.8,2
10906,other,1798.0,3.0,73.0,3
10921,other,2000.0,3.0,85.0,3
10923,other,509.0,1.0,20.0,1
10926,other,3535.0,4.0,215.0,4
10928,other,1800.0,3.0,82.0,4
10930,other,1397.0,2.0,52.0,3
10935,other,2050.0,3.0,135.0,3
10945,other,1339.0,2.0,53.56,2
10948,other,1305.0,2.0,52.0,2
10960,other,1600.0,3.0,100.0,3
10968,other,1235.0,2.0,52.76,2
10970,other,850.0,2.0,42.5,2
10983,other,3500.0,4.0,320.0,4
10987,other,1545.0,3.0,65.0,3
10996,other,3200.0,4.0,270.0,4
11008,other,1050.0,2.0,45.0,2
11011,other,1165.0,2.0,65.0,2
11039,other,1300.0,2.0,58.0,2
11046,other,1645.0,3.0,87.0,3
11055,other,2700.0,7.0,110.0,6
11064,other,1255.0,2.0,65.0,2
11071,other,1650.0,2.0,140.0,4
11093,other,1451.0,3.0,68.0,3
11096,other,4395.0,3.0,240.0,3
11105,other,1936.0,3.0,139.0,3
11113,other,935.0,2.0,40.0,2
11114,other,1220.0,2.0,65.0,2
11121,other,1200.0,1.0,65.0,1
11122,other,1800.0,3.0,95.0,3
11123,other,2045.0,3.0,108.0,3
11131,other,1410.0,2.0,54.0,3
11134,other,1310.0,2.0,88.0,2
11136,other,1250.0,2.0,55.0,2
11147,other,4500.0,4.0,345.0,4
11154,other,1200.0,2.0,54.0,2
11158,other,1441.0,2.0,115.0,2
11165,other,418.0,1.0,17.0,1
11166,other,1200.0,3.0,80.0,3
11191,other,610.0,1.0,28.0,1
11196,other,2400.0,7.0,107.0,6
11200,other,1864.0,3.0,120.0,3
11205,other,950.0,2.0,57.0,2
11213,other,985.0,2.0,45.0,2
11216,other,1100.0,2.0,62.0,2
11218,other,1530.0,3.0,87.0,4
11231,other,2400.0,3.0,108.0,4
11250,other,1200.0,2.0,90.0,3
11258,other,3600.0,6.0,170.0,6
11263,other,1279.0,2.0,100.0,2
11264,other,1256.0,2.0,60.0,2
11267,other,1525.0,3.0,68.63,3
11281,other,1185.0,2.0,42.66,2
11290,other,3600.0,4.0,300.0,4
11298,other,1600.0,4.0,120.0,3
11300,other,1120.0,2.0,60.0,2
11310,other,5100.0,7.0,225.0,6
11325,other,1308.0,2.0,86.0,2
11340,other,1100.0,2.0,55.0,2
11344,other,1000.0,2.0,45.0,2
11349,other,1347.0,2.0,55.0,3
11353,other,1225.0,2.0,71.05,2
11361,other,1200.0,3.0,78.0,2
11369,other,1339.0,2.0,55.0,2
11370,other,1449.0,3.0,72.0,3
11375,other,1100.0,2.0,55.0,2
11382,other,1300.0,2.0,95.0,2
11386,other,1350.0,2.0,89.5,2
11401,other,2312.0,3.0,156.0,3
11403,other,1175.0,2.0,70.0,2
11404,other,1145.0,2.0,51.0,2
11420,other,1386.0,3.0,93.0,4
11439,other,1559.0,3.0,62.0,3
11441,other,6652.0,6.0,510.0,4
11451,other,1060.0,2.0,52.0,2
11461,other,1500.0,2.0,120.0,3
11480,other,3150.0,4.0,180.0,4
11486,other,1330.0,2.0,68.0,3
11489,other,927.0,2.0,37.0,2
11500,other,1200.0,3.0,68.0,3
11503,other,760.0,2.0,37.49,2
11525,other,1293.0,2.0,80.0,2
11527,other,1280.0,2.0,68.48,2
11532,other,1065.0,3.0,72.0,3
11537,other,3200.0,4.0,140.0,3
11538,other,1250.0,2.0,77.13,3
11541,other,1475.0,3.0,75.0,3
11550,other,1330.0,3.0,65.0,3
11568,other,1065.0,2.0,45.0,2
11577,other,7000.0,6.0,560.0,6
11579,other,1525.0,3.0,65.0,3
11581,other,1220.0,2.0,72.0,2
11585,other,1500.0,2.0,60.0,2
11592,other,1884.0,3.0,95.0,3
11593,other,1100.0,2.0,75.0,2
11606,other,1350.0,2.0,90.0,2
11607,other,4800.0,5.0,350.0,4
11608,other,1700.0,3.0,74.0,3
11612,other,1200.0,3.0,110.0,3
11617,other,705.0,1.0,65.0,1
11622,other,1495.0,2.0,63.0,3
11626,other,1250.0,2.0,75.0,2
11630,other,1230.0,2.0,50.0,2
11642,other,1275.0,2.0,59.0,2
11654,other,648.0,1.0,40.0,1
11665,other,1320.0,2.0,58.0,3
11672,other,1480.0,3.0,75.48,3
11677,other,1128.0,2.0,48.4,2
11679,other,1180.0,2.0,65.0,2
11680,other,1200.0,2.0,60.0,2
11683,other,1000.0,2.0,45.0,2
11689,other,975.0,2.0,55.0,2
11694,other,1275.0,2.0,55.0,2
11714,other,560.0,2.0,22.0,2
11725,other,1070.0,2.0,50.0,2
11729,other,1532.0,3.0,59.75,3
11730,other,1150.0,2.0,46.0,2
11740,other,1495.0,3.0,90.0,3
11743,other,1053.0,2.0,51.0,2
11750,other,1200.0,2.0,75.0,4
11760,other,1000.0,2.0,60.0,2
11768,other,2750.0,6.0,200.0,6
11779,other,1470.0,2.0,60.0,3
11781,other,1275.0,2.0,76.0,2
11790,other,793.0,1.0,40.0,1
11803,other,1555.0,3.0,73.0,3
11806,other,1630.0,2.0,130.0,3
11811,other,1563.0,3.0,63.0,3
11812,other,1344.0,4.0,84.0,4
11838,other,1200.0,2.0,82.0,2
11840,other,1419.0,3.0,85.0,3
11841,other,1195.0,2.0,42.4,2
11848,other,850.0,1.0,50.0,1
11851,other,933.0,2.0,55.0,2
11854,other,865.0,2.0,33.0,2
11857,other,1145.0,2.0,60.0,3
11874,other,1025.0,2.0,48.0,2
11887,other,1750.0,3.0,120.0,3
11895,other,1464.0,3.0,56.0,3
11897,other,750.0,2.0,40.0,2
11907,other,2150.0,3.0,170.0,3
11923,other,2200.0,2.0,190.0,3
11931,other,1368.0,2.0,87.0,2
11938,other,1507.0,3.0,80.0,3
11939,other,1160.0,2.0,57.0,2
11940,other,1200.0,3.0,70.0,3
11949,other,1175.0,2.0,83.0,2
11964,other,1200.0,4.0,99.0,5
11979,other,893.0,2.0,34.5,2
11983,other,800.0,2.0,60.0,3
11985,other,1400.0,3.0,98.0,3
11991,other,1495.0,2.0,70.0,3
12003,other,1052.0,2.0,52.0,2
12005,other,1000.0,2.0,45.0,2
12017,other,1300.0,2.0,60.0,3
12025,other,1050.0,2.0,45.0,2
12028,other,1567.0,2.0,62.0,3
12035,other,2360.0,3.0,185.0,4
12038,other,1760.0,3.0,90.0,3
12047,other,1100.0,2.0,58.5,2
12060,other,1200.0,6.0,110.0,5
12063,other,1236.0,2.0,50.0,2
12067,other,772.0,5.0,60.0,8
12076,other,800.0,1.0,45.0,2
12094,other,1095.0,2.0,39.0,2
12095,other,1050.0,2.0,65.0,2
12111,other,1200.0,3.0,56.53,3
12126,other,1625.0,3.0,92.0,3
12135,other,2100.0,3.0,145.0,5
12136,other,1269.0,2.0,97.0,2
12144,other,1025.0,2.0,39.98,2
12156,other,1353.0,2.0,110.0,3
12157,other,1200.0,2.0,68.0,2
12158,other,1250.0,2.0,70.0,3
12171,other,900.0,2.0,40.0,2
12191,other,1600.0,3.0,100.0,3
12196,other,540.0,1.0,22.0,1
12203,other,1125.0,2.0,55.0,2
12233,other,1013.0,2.0,60.0,2
12238,other,1600.0,3.0,77.0,3
12239,other,1190.0,2.0,48.0,2
12240,other,1625.0,3.0,95.0,3
12241,other,1210.0,2.0,53.0,2
12255,other,1600.0,5.0,140.0,5
12256,other,1160.0,2.0,55.0,2
12257,other,930.0,1.0,55.0,2
12273,other,1150.0,8.0,70.0,8
12274,other,1053.0,2.0,44.0,2
12275,other,1325.0,2.0,56.0,3
12276,other,1169.0,2.0,50.11,2
12292,other,2400.0,3.0,185.0,4
12300,other,1070.0,2.0,38.0,2
12301,other,1427.0,2.0,85.0,3
12307,other,2000.0,3.0,180.0,4
12309,other,1062.0,2.0,50.0,2
12310,other,700.0,1.0,25.5,1
12326,other,1450.0,3.0,65.0,3
12344,other,1150.0,2.0,90.0,2
12345,other,595.0,1.0,40.0,1
12347,other,3750.0,4.0,190.0,4
12353,other,5480.0,4.0,400.0,3
12358,other,1500.0,3.0,75.0,3
12366,other,5656.0,5.0,499.0,3
12369,other,1250.0,3.0,54.0,3
12371,other,1425.0,2.0,65.0,3
12386,other,1200.0,1.0,50.0,2
12398,other,1625.0,3.0,150.0,3
12401,other,1300.0,3.0,65.0,2
12402,other,1150.0,2.0,47.0,2
12409,other,1515.0,3.0,80.5,3
12411,other,1250.0,2.0,65.0,2
12420,other,1550.0,2.0,70.0,3
12425,other,2505.0,3.0,165.0,3
12426,other,1410.0,2.0,54.0,3
12428,other,1705.0,2.0,86.96,3
12456,other,1650.0,3.0,135.0,3
12460,other,925.0,2.0,68.0,2
12462,other,1190.0,2.0,46.41,2
12469,other,1750.0,3.0,100.0,3
12471,other,747.0,1.0,27.0,1
12473,other,1113.0,2.0,52.0,2
12474,other,1738.0,3.0,110.0,3
12495,other,1000.0,4.0,80.0,5
12503,other,1720.0,3.0,95.0,3
12507,other,1200.0,5.0,85.0,5
12511,other,850.0,2.0,45.0,2
12514,other,1020.0,2.0,52.0,2
12537,other,1005.0,2.0,40.0,2
12549,other,1290.0,2.0,71.95,2
12553,other,1650.0,3.0,140.0,3
12563,other,1220.0,2.0,52.0,2
12564,other,3150.0,4.0,150.0,4
12567,other,2000.0,5.0,75.0,5
12587,other,720.0,1.0,28.0,1
12589,other,1100.0,2.0,90.0,2
12595,other,1220.0,2.0,60.0,2
12599,other,5000.0,5.0,250.0,4
12602,other,600.0,1.0,22.8,1
12604,other,540.0,1.0,24.0,1
12608,other,620.0,2.0,23.0,2
12609,other,1650.0,3.0,78.0,3
12611,other,2072.0,3.0,108.0,3
12628,other,1154.0,2.0,57.0,2
12630,other,1057.0,2.0,42.0,2
12632,other,1200.0,4.0,85.0,4
12633,other,1500.0,7.0,130.0,7
12634,other,980.0,2.0,35.0,2
12644,other,2400.0,3.0,185.0,3
12668,other,1432.0,3.0,79.0,3
12677,other,1500.0,3.0,90.0,3
12691,other,1100.0,2.0,45.0,3
12696,other,1260.0,2.0,55.0,2
12703,other,1200.0,4.0,110.0,4
12721,other,600.0,1.0,24.0,1
12723,other,1770.0,3.0,99.0,3
12728,other,1800.0,3.0,130.0,3
12752,other,1200.0,6.0,85.0,6
12754,other,1570.0,2.0,95.0,3
12758,other,2250.0,3.0,180.0,3
12760,other,1145.0,2.0,44.0,2
12765,other,2700.0,5.0,150.0,5
12780,other,1165.0,2.0,45.0,2
12794,other,1210.0,2.0,60.0,2
12800,other,1684.0,3.0,86.0,3
12801,other,1686.0,3.0,77.0,3
12802,other,1654.0,3.0,82.0,3
12816,other,1200.0,2.0,50.0,2
12821,other,1950.0,3.0,132.0,3
12829,other,2400.0,4.0,150.0,4
12840,other,1600.0,3.0,102.0,3
12856,other,1088.0,2.0,46.0,2
12865,other,1200.0,2.0,45.0,2
12878,other,1800.0,6.0,101.0,6
12882,other,1100.0,2.0,65.0,2
12888,other,1035.0,2.0,55.0,2
12890,other,1200.0,3.0,75.0,3
12895,other,450.0,1.0,20.0,1
12921,other,1719.0,3.0,95.0,3
12945,other,1190.0,2.0,55.0,2
12952,other,1162.0,2.0,48.0,2
12954,other,540.0,1.0,22.5,1
12956,other,900.0,4.0,62.0,5
12960,other,970.0,2.0,45.0,2
12961,other,1799.0,6.0,101.0,6
12965,other,1084.0,2.0,51.0,2
12966,other,1500.0,3.0,85.0,3
12971,other,1360.0,2.0,73.0,3
12987,other,30400.0,4.0,1824.0,6
12989,other,1182.0,2.0,64.0,2
13000,other,1350.0,1.0,120.0,3
13002,other,1500.0,3.0,90.0,3
13012,other,1945.0,3.0,135.0,3
13029,other,2710.0,5.0,142.0,4
13031,other,1075.0,2.0,58.0,2
13047,other,1410.0,3.0,68.0,3
13053,other,1256.0,2.0,62.8,2
13062,other,1786.0,3.0,79.99,3
13071,other,1369.0,2.0,72.0,3
13074,other,1418.0,2.0,62.0,2
13084,other,1035.0,2.0,60.0,2
13087,other,1232.0,2.0,94.28,2
13091,other,980.0,2.0,41.0,2
13096,other,1307.0,2.0,59.0,2
13097,other,1215.0,2.0,49.86,3
13101,other,1025.0,2.0,43.04,2
13110,other,2700.0,3.0,230.0,4
13114,other,1125.0,2.0,46.0,2
13118,other,1200.0,2.0,45.0,2
13120,other,1830.0,3.0,95.0,3
13134,other,2872.0,4.0,183.0,4
13135,other,1486.0,2.0,65.0,3
13143,other,1100.0,2.0,64.08,2
13146,other,1800.0,5.0,65.0,7
13152,other,1464.0,3.0,56.0,3
13153,other,1975.0,3.0,90.0,3
13155,other,1600.0,2.0,90.0,2
13162,other,1010.0,2.0,41.0,2
13170,other,1800.0,5.0,140.0,6
13174,other,1012.0,2.0,62.0,2
13184,other,1090.0,2.0,55.0,2
13196,other,1330.0,2.0,56.0,2
13199,other,1650.0,1.0,130.0,2
13207,other,1480.0,2.0,75.0,3
13209,other,1500.0,2.0,78.0,3
13211,other,745.0,2.0,36.0,2
13221,other,1178.0,9.0,75.0,9
13223,other,1155.0,2.0,64.0,2
13228,other,1508.0,3.0,77.0,3
13238,other,1200.0,2.0,70.0,2
13264,other,1095.0,2.0,57.0,2
13278,other,1256.0,2.0,65.0,2
13285,other,1353.0,2.0,110.0,2
13292,other,1440.0,2.0,63.93,3
13302,other,1075.0,2.0,48.0,2
